timestamp,people_count,crowd_level
2025-11-10 12:53:14.655386,26,High
2025-11-10 12:53:14.824831,28,High
2025-11-10 12:53:15.032660,29,High
2025-11-10 12:53:15.236292,28,High
2025-11-10 12:53:15.454712,27,High
2025-11-10 12:53:15.666076,26,High
2025-11-10 12:53:15.865079,30,High
2025-11-10 12:53:16.049733,29,High
2025-11-10 12:53:16.248264,29,High
2025-11-10 12:53:16.464248,29,High
2025-11-10 12:53:16.684983,30,High
2025-11-10 12:53:16.880395,31,High
2025-11-10 12:53:17.085235,32,High
2025-11-10 12:53:17.293504,30,High
2025-11-10 12:53:17.501842,30,High
2025-11-10 12:58:50.205384,37,High
2025-11-10 12:58:50.467546,38,High
2025-11-10 12:58:50.682922,35,High
2025-11-10 12:58:50.874939,37,High
2025-11-10 12:58:51.052307,37,High
2025-11-10 12:58:51.255769,38,High
2025-11-10 12:58:51.459397,36,High
2025-11-10 12:58:51.661080,36,High
2025-11-10 12:58:51.867765,35,High
2025-11-10 12:58:52.058199,36,High
2025-11-10 12:58:52.262173,36,High
2025-11-10 12:58:52.466847,37,High
2025-11-10 12:58:52.674505,34,High
2025-11-10 12:58:52.869581,37,High
2025-11-10 12:58:53.069875,34,High
2025-11-10 12:58:53.275194,33,High
2025-11-10 12:58:53.477075,33,High
2025-11-10 12:58:53.680050,36,High
2025-11-10 12:58:53.874731,34,High
2025-11-10 12:58:54.060154,34,High
2025-11-10 12:58:54.259725,33,High
2025-11-10 12:58:54.461596,33,High
2025-11-10 12:58:54.659789,33,High
2025-11-10 12:58:54.849654,33,High
2025-11-10 12:58:55.036446,34,High
2025-11-10 12:58:55.235985,35,High
2025-11-10 12:58:55.433588,36,High
2025-11-10 12:58:55.637739,35,High
2025-11-10 12:58:55.845388,35,High
2025-11-10 12:58:56.039229,35,High
2025-11-10 12:58:56.242925,34,High
2025-11-10 12:58:56.442732,31,High
2025-11-10 12:58:56.639334,31,High
2025-11-10 12:58:56.830681,32,High
2025-11-10 12:58:57.011914,30,High
2025-11-10 12:58:57.204220,32,High
2025-11-10 12:58:57.405492,34,High
2025-11-10 12:58:57.609133,33,High
2025-11-10 12:58:57.815967,36,High
2025-11-10 12:58:58.017521,38,High
2025-11-10 12:58:58.225812,35,High
2025-11-10 12:58:58.429544,33,High
2025-11-10 12:58:58.620654,35,High
2025-11-10 12:58:58.814030,33,High
2025-11-10 12:58:59.011238,34,High
2025-11-10 12:58:59.201054,35,High
2025-11-10 12:58:59.381933,37,High
2025-11-10 12:58:59.581963,36,High
2025-11-10 12:58:59.775460,36,High
2025-11-10 12:58:59.956916,36,High
2025-11-10 12:59:00.171721,40,High
2025-11-10 12:59:00.372596,41,High
2025-11-10 12:59:00.576747,37,High
2025-11-10 12:59:00.778460,38,High
2025-11-10 12:59:00.983606,40,High
2025-11-10 12:59:01.195478,37,High
2025-11-10 12:59:01.402796,39,High
2025-11-10 12:59:01.613017,37,High
2025-11-10 12:59:01.817986,38,High
2025-11-10 12:59:02.024389,38,High
2025-11-10 12:59:02.228422,36,High
2025-11-10 12:59:02.420402,39,High
2025-11-10 12:59:02.625353,36,High
2025-11-10 12:59:02.823596,37,High
2025-11-10 12:59:03.073040,36,High
2025-11-10 12:59:03.291351,36,High
2025-11-10 12:59:03.593347,39,High
2025-11-10 12:59:03.826076,37,High
2025-11-10 12:59:03.997341,35,High
2025-11-10 12:59:04.184296,36,High
2025-11-10 12:59:04.321154,39,High
2025-11-10 12:59:04.509683,38,High
2025-11-10 12:59:04.707772,38,High
2025-11-10 12:59:04.891741,41,High
2025-11-10 12:59:05.090577,42,High
2025-11-10 12:59:05.283768,40,High
2025-11-10 12:59:05.487123,41,High
2025-11-10 12:59:05.675411,42,High
2025-11-10 12:59:05.870349,41,High
2025-11-10 12:59:06.074316,40,High
2025-11-10 12:59:06.272393,40,High
2025-11-10 12:59:06.492216,37,High
2025-11-10 12:59:06.712558,41,High
2025-11-10 12:59:06.930681,38,High
2025-11-10 12:59:07.154532,38,High
2025-11-10 12:59:07.373650,38,High
2025-11-10 12:59:07.598397,37,High
2025-11-10 12:59:07.884335,36,High
2025-11-10 12:59:08.146434,38,High
2025-11-10 12:59:08.492265,38,High
2025-11-10 12:59:08.720714,40,High
2025-11-10 12:59:08.946071,38,High
2025-11-10 12:59:09.180004,37,High
2025-11-10 12:59:09.382072,37,High
2025-11-10 12:59:09.602262,35,High
2025-11-10 12:59:09.824764,35,High
2025-11-10 12:59:10.017211,36,High
2025-11-10 12:59:10.210550,35,High
2025-11-10 12:59:10.411083,37,High
2025-11-10 12:59:10.611853,37,High
2025-11-10 12:59:10.809911,35,High
2025-11-10 12:59:10.991124,38,High
2025-11-10 12:59:11.171917,37,High
2025-11-10 12:59:11.321330,38,High
2025-11-10 12:59:11.505253,36,High
2025-11-10 12:59:11.675820,35,High
2025-11-10 12:59:11.854523,33,High
2025-11-10 12:59:12.015203,35,High
2025-11-10 12:59:12.198465,32,High
2025-11-10 12:59:12.388744,32,High
2025-11-10 12:59:12.573619,33,High
2025-11-10 12:59:12.757411,32,High
2025-11-10 12:59:12.925164,33,High
2025-11-10 12:59:13.102218,31,High
2025-11-10 12:59:13.278074,34,High
2025-11-10 12:59:13.454515,32,High
2025-11-10 12:59:13.627897,30,High
2025-11-10 12:59:13.801077,29,High
2025-11-10 12:59:13.977872,28,High
2025-11-10 12:59:14.146067,30,High
2025-11-10 12:59:14.306585,32,High
2025-11-10 12:59:14.484286,33,High
2025-11-10 12:59:14.659023,32,High
2025-11-10 12:59:14.847538,35,High
2025-11-10 12:59:15.035062,37,High
2025-11-10 12:59:15.219139,36,High
2025-11-10 12:59:15.387053,38,High
2025-11-10 12:59:15.575328,33,High
2025-11-10 12:59:15.767961,35,High
2025-11-10 12:59:15.951808,34,High
2025-11-10 12:59:16.142693,32,High
2025-11-10 12:59:16.339263,33,High
2025-11-10 12:59:16.526051,31,High
2025-11-10 12:59:16.697094,31,High
2025-11-10 12:59:16.879468,32,High
2025-11-10 12:59:17.069949,32,High
2025-11-10 12:59:17.248608,31,High
2025-11-10 12:59:17.416170,31,High
2025-11-10 12:59:17.598865,33,High
2025-11-10 12:59:17.793918,30,High
2025-11-10 12:59:17.972108,33,High
2025-11-10 12:59:18.146402,28,High
2025-11-10 12:59:18.312526,30,High
2025-11-10 12:59:18.495310,30,High
2025-11-10 12:59:18.676126,31,High
2025-11-10 12:59:18.849183,30,High
2025-11-10 12:59:19.029457,29,High
2025-11-10 12:59:19.211477,30,High
2025-11-10 12:59:19.371818,30,High
2025-11-10 12:59:19.531730,30,High
2025-11-10 12:59:19.719219,30,High
2025-11-10 12:59:19.904412,30,High
2025-11-10 12:59:20.079124,28,High
2025-11-10 12:59:20.243099,29,High
2025-11-10 12:59:20.410243,29,High
2025-11-10 12:59:20.588359,30,High
2025-11-10 12:59:20.748069,30,High
2025-11-10 12:59:20.926206,29,High
2025-11-10 12:59:21.091427,26,High
2025-11-10 12:59:21.277426,29,High
2025-11-10 12:59:21.461283,30,High
2025-11-10 12:59:21.641534,28,High
2025-11-10 12:59:21.821757,30,High
2025-11-10 12:59:21.995498,29,High
2025-11-10 12:59:22.168024,29,High
2025-11-10 12:59:22.341249,31,High
2025-11-10 12:59:22.508975,30,High
2025-11-10 12:59:22.687373,30,High
2025-11-10 12:59:22.864741,30,High
2025-11-10 12:59:23.038005,30,High
2025-11-10 12:59:23.209196,29,High
2025-11-10 12:59:23.380230,30,High
2025-11-10 12:59:23.578100,28,High
2025-11-10 12:59:23.770596,29,High
2025-11-10 12:59:23.958505,29,High
2025-11-10 12:59:24.141827,29,High
2025-11-10 12:59:24.327359,29,High
2025-11-10 12:59:24.513292,30,High
2025-11-10 12:59:24.707756,29,High
2025-11-10 12:59:24.899156,28,High
2025-11-10 12:59:25.085259,30,High
2025-11-10 12:59:25.275522,30,High
2025-11-10 12:59:25.471779,27,High
2025-11-10 12:59:25.661254,30,High
2025-11-10 12:59:25.850772,27,High
2025-11-10 12:59:26.023477,28,High
2025-11-10 12:59:26.200271,28,High
2025-11-10 12:59:26.378652,28,High
2025-11-10 12:59:26.558386,29,High
2025-11-10 12:59:26.722632,30,High
2025-11-10 12:59:26.917093,30,High
2025-11-10 12:59:27.077777,30,High
2025-11-10 12:59:27.252171,31,High
2025-11-10 12:59:27.438933,32,High
2025-11-10 12:59:27.630832,32,High
2025-11-10 12:59:27.827235,31,High
2025-11-10 12:59:28.014300,33,High
2025-11-10 12:59:28.204012,34,High
2025-11-10 12:59:28.397368,35,High
2025-11-10 12:59:28.591449,32,High
2025-11-10 12:59:28.782190,34,High
2025-11-10 12:59:28.969075,32,High
2025-11-10 12:59:29.164667,32,High
2025-11-10 12:59:29.358531,32,High
2025-11-10 12:59:29.532188,31,High
2025-11-10 12:59:29.729057,32,High
2025-11-10 12:59:29.923671,32,High
2025-11-10 12:59:30.105558,29,High
2025-11-10 12:59:30.289096,28,High
2025-11-10 12:59:30.477445,27,High
2025-11-10 12:59:30.663453,26,High
2025-11-10 12:59:30.850449,28,High
2025-11-10 12:59:31.037731,28,High
2025-11-10 12:59:31.232433,29,High
2025-11-10 12:59:31.420891,28,High
2025-11-10 12:59:31.603043,28,High
2025-11-10 12:59:31.786755,28,High
2025-11-10 12:59:31.960629,29,High
2025-11-10 12:59:32.152937,31,High
2025-11-10 12:59:32.311458,31,High
2025-11-10 12:59:32.463496,31,High
2025-11-10 12:59:32.645820,29,High
2025-11-10 12:59:32.846026,28,High
2025-11-10 12:59:33.026024,29,High
2025-11-10 12:59:33.201626,24,High
2025-11-10 12:59:33.367106,27,High
2025-11-10 12:59:33.547711,27,High
2025-11-10 12:59:33.718502,26,High
2025-11-10 12:59:33.892678,26,High
2025-11-10 12:59:34.072006,28,High
2025-11-10 12:59:34.255548,30,High
2025-11-10 12:59:34.425945,30,High
2025-11-10 12:59:34.612451,29,High
2025-11-10 12:59:34.808373,28,High
2025-11-10 12:59:34.996267,28,High
2025-11-10 12:59:35.165310,26,High
2025-11-10 12:59:35.347819,26,High
2025-11-10 12:59:35.528940,27,High
2025-11-10 12:59:35.701992,27,High
2025-11-10 12:59:35.890666,27,High
2025-11-10 12:59:36.071589,26,High
2025-11-10 12:59:36.236424,26,High
2025-11-10 12:59:36.385561,28,High
2025-11-10 12:59:36.496237,26,High
2025-11-10 12:59:36.606478,27,High
2025-11-10 12:59:36.797098,25,High
2025-11-10 12:59:36.988609,25,High
2025-11-10 12:59:37.178865,25,High
2025-11-11 00:47:19.562531,37,High
2025-11-11 00:47:19.701701,38,High
2025-11-11 00:47:19.840751,35,High
2025-11-11 00:47:19.980884,37,High
2025-11-11 00:47:20.133209,37,High
2025-11-11 00:47:20.262480,38,High
2025-11-11 00:47:20.378870,36,High
2025-11-11 00:47:20.482037,36,High
2025-11-11 00:47:20.587048,35,High
2025-11-11 00:47:20.738885,36,High
2025-11-11 00:47:20.844254,36,High
2025-11-11 00:47:20.954017,37,High
2025-11-11 00:47:21.123580,34,High
2025-11-11 00:47:21.303937,37,High
2025-11-11 00:47:21.429033,34,High
2025-11-11 00:47:21.541505,33,High
2025-11-11 00:47:21.650910,33,High
2025-11-11 00:47:21.758292,36,High
2025-11-11 00:47:21.862076,34,High
2025-11-11 00:47:21.962944,34,High
2025-11-11 00:47:22.068032,33,High
2025-11-11 00:47:22.211184,33,High
2025-11-11 00:47:22.321232,33,High
2025-11-11 00:47:22.434587,33,High
2025-11-11 00:47:22.547010,34,High
2025-11-11 00:47:22.678114,35,High
2025-11-11 00:47:22.800665,36,High
2025-11-11 00:47:22.913351,35,High
2025-11-11 00:47:23.027984,35,High
2025-11-11 00:47:23.154966,35,High
2025-11-11 00:47:23.258476,34,High
2025-11-11 00:47:23.409209,31,High
2025-11-11 00:47:23.514751,31,High
2025-11-11 00:47:23.650021,32,High
2025-11-11 00:47:23.849105,30,High
2025-11-11 00:47:24.056086,32,High
2025-11-11 00:47:24.188467,34,High
2025-11-11 00:47:24.304315,33,High
2025-11-11 00:47:24.418954,36,High
2025-11-11 00:47:24.538585,38,High
2025-11-11 00:47:24.696538,35,High
2025-11-11 00:47:24.802518,33,High
2025-11-11 00:47:24.936785,35,High
2025-11-11 00:47:25.126417,33,High
2025-11-11 00:47:25.350274,34,High
2025-11-11 00:47:25.489251,35,High
2025-11-11 00:47:25.611620,37,High
2025-11-11 00:47:25.744565,36,High
2025-11-11 00:47:25.866910,36,High
2025-11-11 00:47:25.987503,36,High
2025-11-11 00:47:26.139464,40,High
2025-11-11 00:47:26.254606,41,High
2025-11-11 00:47:26.363839,37,High
2025-11-11 00:47:26.469922,38,High
2025-11-11 00:47:26.580925,40,High
2025-11-11 00:47:26.707018,37,High
2025-11-11 00:47:26.816771,39,High
2025-11-11 00:47:26.932164,37,High
2025-11-11 00:47:27.050418,38,High
2025-11-11 00:47:27.176446,38,High
2025-11-11 00:47:27.292391,36,High
2025-11-11 00:47:27.404552,39,High
2025-11-11 00:47:27.516631,36,High
2025-11-11 00:47:27.627801,37,High
2025-11-11 00:47:27.746820,36,High
2025-11-11 00:47:27.862953,36,High
2025-11-11 00:47:27.978115,39,High
2025-11-11 00:47:28.089416,37,High
2025-11-11 00:47:28.236351,35,High
2025-11-11 00:47:28.352548,36,High
2025-11-11 00:47:28.468248,39,High
2025-11-11 00:47:28.584755,38,High
2025-11-11 00:47:28.718584,38,High
2025-11-11 00:47:28.841164,41,High
2025-11-11 00:47:28.963036,42,High
2025-11-11 00:47:29.087910,40,High
2025-11-11 00:47:29.223810,41,High
2025-11-11 00:47:29.333253,42,High
2025-11-11 00:47:29.443347,41,High
2025-11-11 00:47:29.551206,40,High
2025-11-11 00:47:29.661539,40,High
2025-11-11 00:47:29.784614,37,High
2025-11-11 00:47:29.893217,41,High
2025-11-11 00:47:29.999400,38,High
2025-11-11 00:47:30.109748,38,High
2025-11-11 00:47:30.228428,38,High
2025-11-11 00:47:30.339645,37,High
2025-11-11 00:47:30.451179,36,High
2025-11-11 00:47:30.561603,38,High
2025-11-11 00:47:30.672970,38,High
2025-11-11 00:47:30.812428,40,High
2025-11-11 00:47:30.937139,38,High
2025-11-11 00:47:31.071539,37,High
2025-11-11 00:47:31.226757,37,High
2025-11-11 00:47:31.370502,35,High
2025-11-11 00:47:31.511879,35,High
2025-11-11 00:47:31.642441,36,High
2025-11-11 00:47:31.800456,35,High
2025-11-11 00:47:31.924480,37,High
2025-11-11 00:47:32.058567,37,High
2025-11-11 00:47:32.186056,35,High
2025-11-11 00:47:32.307536,38,High
2025-11-11 00:47:32.421161,37,High
2025-11-11 00:47:32.540072,38,High
2025-11-11 00:47:32.657206,36,High
2025-11-11 00:47:32.767827,35,High
2025-11-11 00:47:32.877124,33,High
2025-11-11 00:47:32.985152,35,High
2025-11-11 00:47:33.096069,32,High
2025-11-11 00:47:33.210409,32,High
2025-11-11 00:47:33.352087,33,High
2025-11-11 00:47:33.465470,32,High
2025-11-11 00:47:33.575117,33,High
2025-11-11 00:47:33.682200,31,High
2025-11-11 00:47:33.797788,34,High
2025-11-11 00:47:33.909356,32,High
2025-11-11 00:47:34.022964,30,High
2025-11-11 00:47:34.129611,29,High
2025-11-11 00:47:34.248562,28,High
2025-11-11 00:47:34.382832,30,High
2025-11-11 00:47:34.494898,32,High
2025-11-11 00:47:34.608992,33,High
2025-11-11 00:47:34.725187,32,High
2025-11-11 00:47:34.863846,35,High
2025-11-11 00:47:34.980007,37,High
2025-11-11 00:47:35.102084,36,High
2025-11-11 00:47:35.221320,38,High
2025-11-11 00:47:35.344393,33,High
2025-11-11 00:47:35.452357,35,High
2025-11-11 00:47:35.565019,34,High
2025-11-11 00:47:35.668587,32,High
2025-11-11 00:47:35.775408,33,High
2025-11-11 00:47:35.896811,31,High
2025-11-11 00:47:36.000825,31,High
2025-11-11 00:47:36.107245,32,High
2025-11-11 00:47:36.210748,32,High
2025-11-11 00:47:36.319667,31,High
2025-11-11 00:47:36.428007,31,High
2025-11-11 00:47:36.531960,33,High
2025-11-11 00:47:36.636233,30,High
2025-11-11 00:47:36.738054,33,High
2025-11-11 00:47:36.846900,28,High
2025-11-11 00:47:36.960554,30,High
2025-11-11 00:47:37.065955,30,High
2025-11-11 00:47:37.184379,31,High
2025-11-11 00:47:37.302334,30,High
2025-11-11 00:47:37.461997,29,High
2025-11-11 00:47:37.580989,30,High
2025-11-11 00:47:37.692686,30,High
2025-11-11 00:47:37.804822,30,High
2025-11-11 00:47:37.937379,30,High
2025-11-11 00:47:38.060641,30,High
2025-11-11 00:47:38.189610,28,High
2025-11-11 00:47:38.294033,29,High
2025-11-11 00:47:38.419458,29,High
2025-11-11 00:47:38.524085,30,High
2025-11-11 00:47:38.627282,30,High
2025-11-11 00:47:38.730043,29,High
2025-11-11 00:47:38.834411,26,High
2025-11-11 00:47:38.946441,29,High
2025-11-11 00:47:39.051821,30,High
2025-11-11 00:47:39.169124,28,High
2025-11-11 00:47:39.273575,30,High
2025-11-11 00:47:39.393210,29,High
2025-11-11 00:47:39.501134,29,High
2025-11-11 00:47:39.610083,31,High
2025-11-11 00:47:39.714797,30,High
2025-11-11 00:47:39.819754,30,High
2025-11-11 00:47:39.936205,30,High
2025-11-11 00:47:40.041641,30,High
2025-11-11 00:47:40.150918,29,High
2025-11-11 00:47:40.276787,30,High
2025-11-11 00:47:40.431099,28,High
2025-11-11 00:47:40.551899,29,High
2025-11-11 00:47:40.665130,29,High
2025-11-11 00:47:40.779489,29,High
2025-11-11 00:47:40.901063,29,High
2025-11-11 00:47:41.022433,30,High
2025-11-11 00:47:41.147350,29,High
2025-11-11 00:47:41.275693,28,High
2025-11-11 00:47:41.401508,30,High
2025-11-11 00:47:41.502048,30,High
2025-11-11 00:47:41.601313,27,High
2025-11-11 00:47:41.707740,30,High
2025-11-11 00:47:41.824559,27,High
2025-11-11 00:47:41.961784,28,High
2025-11-11 00:47:42.069216,28,High
2025-11-11 00:47:42.172336,28,High
2025-11-11 00:47:42.275876,29,High
2025-11-11 00:47:42.380009,30,High
2025-11-11 00:47:42.499577,30,High
2025-11-11 00:47:42.603831,30,High
2025-11-11 00:47:42.704554,31,High
2025-11-11 00:47:42.807004,32,High
2025-11-11 00:47:42.913501,32,High
2025-11-11 00:47:43.027059,31,High
2025-11-11 00:47:43.135738,33,High
2025-11-11 00:47:43.271789,34,High
2025-11-11 00:47:43.392488,35,High
2025-11-11 00:47:43.527017,32,High
2025-11-11 00:47:43.639789,34,High
2025-11-11 00:47:43.753388,32,High
2025-11-11 00:47:43.868757,32,High
2025-11-11 00:47:44.012584,32,High
2025-11-11 00:47:44.132271,31,High
2025-11-11 00:47:44.244355,32,High
2025-11-11 00:47:44.352804,32,High
2025-11-11 00:47:44.469858,29,High
2025-11-11 00:47:44.581452,28,High
2025-11-11 00:47:44.692168,27,High
2025-11-11 00:47:44.801158,26,High
2025-11-11 00:47:44.908211,28,High
2025-11-11 00:47:45.039305,28,High
2025-11-11 00:47:45.157058,29,High
2025-11-11 00:47:45.266056,28,High
2025-11-11 00:47:45.369554,28,High
2025-11-11 00:47:45.471233,28,High
2025-11-11 00:47:45.596494,29,High
2025-11-11 00:47:45.700272,31,High
2025-11-11 00:47:45.810752,31,High
2025-11-11 00:47:45.917586,31,High
2025-11-11 00:47:46.038436,29,High
2025-11-11 00:47:46.148404,28,High
2025-11-11 00:47:46.265171,29,High
2025-11-11 00:47:46.378670,24,High
2025-11-11 00:47:46.490949,27,High
2025-11-11 00:47:46.617274,27,High
2025-11-11 00:47:46.727201,26,High
2025-11-11 00:47:46.836318,26,High
2025-11-11 00:47:46.948311,28,High
2025-11-11 00:47:47.082870,30,High
2025-11-11 00:47:47.201954,30,High
2025-11-11 00:47:47.303891,29,High
2025-11-11 00:47:47.408692,28,High
2025-11-11 00:47:47.515048,28,High
2025-11-11 00:47:47.627826,26,High
2025-11-11 00:47:47.729811,26,High
2025-11-11 00:47:47.833780,27,High
2025-11-11 00:47:47.935970,27,High
2025-11-11 00:47:48.044205,27,High
2025-11-11 00:47:48.151397,26,High
2025-11-11 00:47:48.255054,26,High
2025-11-11 00:47:48.352971,28,High
2025-11-11 00:47:48.456375,26,High
2025-11-11 00:47:48.587064,27,High
2025-11-11 00:47:48.706887,25,High
2025-11-11 00:47:48.833946,25,High
2025-11-11 00:47:48.963760,25,High
2025-11-11 00:47:49.092210,24,High
2025-11-11 00:47:49.223143,25,High
2025-11-11 00:47:49.342486,25,High
2025-11-11 00:47:49.462550,25,High
2025-11-11 00:47:49.606157,27,High
2025-11-11 00:47:49.768223,28,High
2025-11-11 18:08:24.746890,37,High
2025-11-11 18:08:25.069894,38,High
2025-11-11 18:08:25.300680,35,High
2025-11-11 18:08:25.507914,37,High
2025-11-11 18:08:25.715782,37,High
2025-11-11 18:08:25.880021,38,High
2025-11-11 18:08:26.051742,36,High
2025-11-11 18:08:26.230963,36,High
2025-11-11 18:08:26.434334,35,High
2025-11-11 18:08:26.641224,36,High
2025-11-11 18:08:26.843198,36,High
2025-11-11 18:08:27.010997,37,High
2025-11-11 18:08:27.202135,34,High
2025-11-11 18:08:27.403679,37,High
2025-11-11 18:08:27.606791,34,High
2025-11-11 18:08:27.814550,33,High
2025-11-11 18:08:27.994706,33,High
2025-11-11 18:08:28.200881,36,High
2025-11-11 18:08:28.398008,34,High
2025-11-11 18:08:28.602826,34,High
2025-11-11 18:08:28.801103,33,High
2025-11-11 18:08:28.970555,33,High
2025-11-11 18:08:29.165709,33,High
2025-11-11 18:08:29.365669,33,High
2025-11-11 18:08:29.564320,34,High
2025-11-11 18:08:29.771384,35,High
2025-11-11 18:08:29.943388,36,High
2025-11-11 18:08:30.139384,35,High
2025-11-11 18:08:30.308237,35,High
2025-11-11 18:08:30.510569,35,High
2025-11-11 18:08:30.706922,34,High
2025-11-11 18:08:30.879260,31,High
2025-11-11 18:08:31.073583,31,High
2025-11-11 18:08:31.264749,32,High
2025-11-11 18:08:31.442620,30,High
2025-11-11 18:08:31.562951,32,High
2025-11-11 18:08:31.677828,34,High
2025-11-11 18:08:31.800745,33,High
2025-11-11 18:08:31.941456,36,High
2025-11-11 18:08:32.117315,38,High
2025-11-11 18:08:32.287758,35,High
2025-11-11 18:08:32.456132,33,High
2025-11-11 18:08:32.631362,35,High
2025-11-11 18:08:32.802919,33,High
2025-11-11 18:08:32.973273,34,High
2025-11-11 18:08:33.155493,35,High
2025-11-11 18:08:33.402933,37,High
2025-11-11 18:08:33.613564,36,High
2025-11-11 18:08:33.828000,36,High
2025-11-11 18:08:34.015559,36,High
2025-11-11 18:08:34.232436,40,High
2025-11-11 18:08:34.399311,41,High
2025-11-11 18:08:34.544256,37,High
2025-11-11 18:08:34.707117,38,High
2025-11-11 18:08:34.958020,40,High
2025-11-11 18:08:35.145673,37,High
2025-11-11 18:08:35.335136,39,High
2025-11-11 18:08:35.499959,37,High
2025-11-11 18:08:35.711362,38,High
2025-11-11 18:08:35.903278,38,High
2025-11-11 18:08:36.062245,36,High
2025-11-11 18:08:36.278755,39,High
2025-11-11 18:08:36.479730,36,High
2025-11-11 18:08:36.668005,37,High
2025-11-11 18:08:36.848004,36,High
2025-11-11 18:08:37.011541,36,High
2025-11-11 18:08:37.191795,39,High
2025-11-11 18:08:37.321765,37,High
2025-11-11 18:08:37.451988,35,High
2025-11-11 18:08:37.592717,36,High
2025-11-11 18:08:37.790733,39,High
2025-11-11 18:08:38.052814,38,High
2025-11-11 18:08:38.248511,38,High
2025-11-11 18:08:38.411662,41,High
2025-11-11 18:08:38.575423,42,High
2025-11-11 18:08:38.721251,40,High
2025-11-11 18:08:38.861068,41,High
2025-11-11 18:08:39.009467,42,High
2025-11-11 18:08:39.326082,41,High
2025-11-11 18:08:39.527467,40,High
2025-11-11 18:08:39.762620,40,High
2025-11-11 18:08:39.992838,37,High
2025-11-11 18:08:40.288766,41,High
2025-11-11 18:08:40.462592,38,High
2025-11-11 18:08:40.670859,38,High
2025-11-11 18:08:40.862250,38,High
2025-11-11 18:08:41.013479,37,High
2025-11-11 18:08:41.164008,36,High
2025-11-11 18:08:41.368996,38,High
2025-11-11 18:08:41.530288,38,High
2025-11-11 18:08:41.723362,40,High
2025-11-11 18:08:41.879956,38,High
2025-11-11 18:08:42.039509,37,High
2025-11-11 18:08:42.258596,37,High
2025-11-11 18:08:42.476754,35,High
2025-11-11 18:08:42.720104,35,High
2025-11-11 18:08:42.961826,36,High
2025-11-11 18:08:43.182811,35,High
2025-11-11 18:08:43.390502,37,High
2025-11-11 18:08:43.591741,37,High
2025-11-11 18:08:43.811255,35,High
2025-11-11 18:08:44.028544,38,High
2025-11-11 18:08:44.255154,37,High
2025-11-11 18:08:44.478096,38,High
2025-11-11 18:08:44.699833,36,High
2025-11-11 18:08:44.867005,35,High
2025-11-11 18:08:45.059058,33,High
2025-11-11 18:08:45.252270,35,High
2025-11-11 18:08:45.465983,32,High
2025-11-11 18:08:45.676869,32,High
2025-11-11 18:08:45.844647,33,High
2025-11-11 18:08:46.032949,32,High
2025-11-11 18:08:46.217971,33,High
2025-11-11 18:08:46.377998,31,High
2025-11-11 18:08:46.560449,34,High
2025-11-11 18:08:46.748376,32,High
2025-11-11 18:08:46.933033,30,High
2025-11-11 18:08:47.113014,29,High
2025-11-11 18:08:47.244580,28,High
2025-11-11 18:08:47.382006,30,High
2025-11-11 18:08:47.537239,32,High
2025-11-11 18:08:47.737490,33,High
2025-11-11 18:08:47.930647,32,High
2025-11-11 18:08:48.127110,35,High
2025-11-11 18:08:48.304606,37,High
2025-11-11 18:08:48.486150,36,High
2025-11-11 18:08:48.679900,38,High
2025-11-11 18:08:48.885377,33,High
2025-11-11 18:08:49.176381,35,High
2025-11-11 18:08:49.405952,34,High
2025-11-11 18:08:49.605053,32,High
2025-11-11 18:08:49.802545,33,High
2025-11-11 18:08:50.015027,31,High
2025-11-11 18:08:50.233548,31,High
2025-11-11 18:08:50.467407,32,High
2025-11-11 18:08:50.707248,32,High
2025-11-11 18:08:50.908153,31,High
2025-11-11 18:08:51.109050,31,High
2025-11-11 18:08:51.310711,33,High
2025-11-11 18:08:51.522279,30,High
2025-11-11 18:08:51.729577,33,High
2025-11-11 18:08:51.925829,28,High
2025-11-11 18:08:52.122993,30,High
2025-11-11 18:08:52.314428,30,High
2025-11-11 18:08:52.506174,31,High
2025-11-11 18:08:52.702700,30,High
2025-11-11 18:08:52.894618,29,High
2025-11-11 18:08:53.086808,30,High
2025-11-11 18:08:53.283469,30,High
2025-11-11 18:08:53.475092,30,High
2025-11-11 18:08:53.666762,30,High
2025-11-11 18:08:53.854445,30,High
2025-11-11 18:08:54.067371,28,High
2025-11-11 18:08:54.279613,29,High
2025-11-11 18:08:54.496014,29,High
2025-11-11 18:08:54.707165,30,High
2025-11-12 12:22:02.936565,37,High
2025-11-12 12:22:03.266757,38,High
2025-11-12 12:22:03.539958,35,High
2025-11-12 12:22:03.759395,37,High
2025-11-12 12:22:03.924167,37,High
2025-11-12 12:22:04.046920,38,High
2025-11-12 12:22:04.161964,36,High
2025-11-12 12:22:04.277741,36,High
2025-11-12 12:22:04.472155,35,High
2025-11-12 12:22:04.583726,36,High
2025-11-12 12:22:04.775389,36,High
2025-11-12 12:22:05.048579,37,High
2025-11-12 12:22:05.204216,34,High
2025-11-12 12:22:05.339942,37,High
2025-11-12 12:22:05.524298,34,High
2025-11-12 12:22:05.726988,33,High
2025-11-12 12:22:05.922319,33,High
2025-11-12 12:22:06.131187,36,High
2025-11-12 12:22:06.324188,34,High
2025-11-12 12:22:06.565107,34,High
2025-11-12 12:22:06.818051,33,High
2025-11-12 12:22:06.997339,33,High
2025-11-12 12:22:07.191634,33,High
2025-11-12 12:22:07.394347,33,High
2025-11-12 12:22:07.596887,34,High
2025-11-12 12:22:07.786409,35,High
